policy_name,control_id,control_statement,implementation_task,owner,status,evidence_link,source_doc_title,source_page,source_controls_file
Data handling and privacy policy,QCB-Personal-Data-Privacy-P16-I2,"Article (25) A penalty that shall not exceed (1,000,000) One million QR shall be applicable to violating legal person, in the event of committing any of those crimes stipulated herein on the name or for the interest thereof, without prej udice to criminal liability taken by affiliated natural person.",Define approach and implement control (tech + ops).,TBD,Not started,TBD,Law No. (13) of 2016  on Protecting Personal Data Privacy - English (1).pdf,16,law_no._(13)_of_2016__on_protecting_personal_data_privacy_-_english_(1)_controls.json
Data handling and privacy policy,QCB-Personal-Data-Privacy-P17-I0,This document is not official and the official version of the law is the one published in the Official Gazette number 15 of year 2016 that is available on almeezan.qa Chapter Eight Final Provisions Article (26) An Individual may file a complaint to the Competent Department in case of violating provisions hereof and the issued decisions in the implementation thereof.,Define approach and implement control (tech + ops).,TBD,Not started,TBD,Law No. (13) of 2016  on Protecting Personal Data Privacy - English (1).pdf,17,law_no._(13)_of_2016__on_protecting_personal_data_privacy_-_english_(1)_controls.json
Data handling and privacy policy,QCB-Personal-Data-Privacy-P17-I1,"The Competent Department may, after investigating received complaints and proving the seriousness thereof, issue a reasoned decision binding the Controller or Processor, as the case may be, to rectify such breach within a period it specifies.",Define approach and implement control (tech + ops).,TBD,Not started,TBD,Law No. (13) of 2016  on Protecting Personal Data Privacy - English (1).pdf,17,law_no._(13)_of_2016__on_protecting_personal_data_privacy_-_english_(1)_controls.json
Data handling and privacy policy,QCB-Personal-Data-Privacy-P17-I2,"The Controller or Processor may raise a grievance against such decision to the Minister, within sixty days from the notification date thereof.",Define approach and implement control (tech + ops).,TBD,Not started,TBD,Law No. (13) of 2016  on Protecting Personal Data Privacy - English (1).pdf,17,law_no._(13)_of_2016__on_protecting_personal_data_privacy_-_english_(1)_controls.json
Data handling and privacy policy,QCB-Personal-Data-Privacy-P17-I3,"The Minister shall decide on the grievance within sixty days from the date of the submission thereof, and the lapse of such period without a response shall be considered as an implicit rejection of the grievance, and the decision of the Minister thereon shall be final.",Define approach and implement control (tech + ops).,TBD,Not started,TBD,Law No. (13) of 2016  on Protecting Personal Data Privacy - English (1).pdf,17,law_no._(13)_of_2016__on_protecting_personal_data_privacy_-_english_(1)_controls.json
Data handling and privacy policy,QCB-Personal-Data-Privacy-P18-I5,Article (28) Any contract or agreement made in violation of the provisions hereof shall be regarded as null and void.,Define approach and implement control (tech + ops).,TBD,Not started,TBD,Law No. (13) of 2016  on Protecting Personal Data Privacy - English (1).pdf,18,law_no._(13)_of_2016__on_protecting_personal_data_privacy_-_english_(1)_controls.json
Data handling and privacy policy,QCB-Personal-Data-Privacy-P18-I6,"Article (29) The Ministry employees, authorized as law enforcement officers as per a decision by the Public Prosecutor, in agreement with the Minister, may detect and prove crimes committed in violation of provisions hereof.",Define approach and implement control (tech + ops).,TBD,Not started,TBD,Law No. (13) of 2016  on Protecting Personal Data Privacy - English (1).pdf,18,law_no._(13)_of_2016__on_protecting_personal_data_privacy_-_english_(1)_controls.json
Data handling and privacy policy,QCB-Personal-Data-Privacy-P18-I8,"Such period may be extended for other similar period or periods by virtue of a decision of the Council of Ministers, upon the proposal of the Minister.",Define approach and implement control (tech + ops).,TBD,Not started,TBD,Law No. (13) of 2016  on Protecting Personal Data Privacy - English (1).pdf,18,law_no._(13)_of_2016__on_protecting_personal_data_privacy_-_english_(1)_controls.json
Data handling and privacy policy,QCB-Personal-Data-Privacy-P19-I0,This document is not official and the official version of the law is the one published in the Official Gazette number 15 of year 2016 that is available on almeezan.qa Article (31) The Minister shall issue the necessary decisions for the implementation of the provisions hereof.,Define approach and implement control (tech + ops).,TBD,Not started,TBD,Law No. (13) of 2016  on Protecting Personal Data Privacy - English (1).pdf,19,law_no._(13)_of_2016__on_protecting_personal_data_privacy_-_english_(1)_controls.json
Data handling and privacy policy,QCB-Personal-Data-Privacy-P19-I1,"Article 32 All the competent authorities, each within the competences thereof, shall implement this Law, and it shall be published in the official gazette.",Define approach and implement control (tech + ops).,TBD,Not started,TBD,Law No. (13) of 2016  on Protecting Personal Data Privacy - English (1).pdf,19,law_no._(13)_of_2016__on_protecting_personal_data_privacy_-_english_(1)_controls.json
